timestamp,elapsed_seconds,dominant_emotion,confidence,all_emotions,face_box
2025-09-03T18:02:47.541705,1.25,neutral,0.58,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.02, 'sad': 0.3, 'surprise': 0.0, 'neutral': 0.58}","[302, 197, 126, 156]"
2025-09-03T18:02:47.644417,1.36,neutral,0.47,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.01, 'sad': 0.35, 'surprise': 0.0, 'neutral': 0.47}","[302, 197, 126, 156]"
2025-09-03T18:02:47.722919,1.44,neutral,0.47,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.04, 'sad': 0.34, 'surprise': 0.0, 'neutral': 0.47}","[302, 197, 126, 156]"
2025-09-03T18:02:47.815650,1.53,neutral,0.44,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.01, 'sad': 0.44, 'surprise': 0.0, 'neutral': 0.39}","[302, 196, 126, 157]"
2025-09-03T18:02:47.907810,1.62,neutral,0.43,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.02, 'sad': 0.43, 'surprise': 0.0, 'neutral': 0.38}","[302, 197, 125, 156]"
2025-09-03T18:02:48.000713,1.71,neutral,0.43,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.02, 'sad': 0.43, 'surprise': 0.0, 'neutral': 0.38}","[302, 197, 125, 156]"
2025-09-03T18:02:48.094950,1.81,neutral,0.49,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.01, 'sad': 0.38, 'surprise': 0.0, 'neutral': 0.49}","[302, 197, 125, 155]"
2025-09-03T18:02:48.190195,1.9,neutral,0.59,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.03, 'sad': 0.27, 'surprise': 0.0, 'neutral': 0.59}","[301, 198, 125, 155]"
2025-09-03T18:02:48.268451,1.98,neutral,0.49,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.02, 'sad': 0.37, 'surprise': 0.0, 'neutral': 0.49}","[301, 196, 126, 157]"
2025-09-03T18:02:48.347781,2.06,neutral,0.57,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.01, 'sad': 0.33, 'surprise': 0.0, 'neutral': 0.57}","[300, 197, 125, 156]"
2025-09-03T18:02:48.441742,2.15,neutral,0.49,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.01, 'sad': 0.49, 'surprise': 0.0, 'neutral': 0.37}","[299, 196, 126, 157]"
2025-09-03T18:02:48.534286,2.25,neutral,0.43,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.07, 'sad': 0.29, 'surprise': 0.0, 'neutral': 0.43}","[291, 192, 130, 160]"
2025-09-03T18:02:48.626219,2.34,neutral,0.74,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.04, 'sad': 0.15, 'surprise': 0.0, 'neutral': 0.74}","[292, 194, 128, 157]"
2025-09-03T18:02:48.704798,2.42,neutral,0.53,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.02, 'sad': 0.27, 'surprise': 0.0, 'neutral': 0.53}","[293, 192, 126, 160]"
2025-09-03T18:02:48.797962,2.51,neutral,0.73,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.04, 'sad': 0.17, 'surprise': 0.0, 'neutral': 0.73}","[291, 197, 121, 150]"
2025-09-03T18:02:48.889238,2.6,neutral,0.51,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.11, 'sad': 0.22, 'surprise': 0.0, 'neutral': 0.51}","[290, 193, 127, 157]"
2025-09-03T18:02:48.982683,2.7,neutral,0.81,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.03, 'sad': 0.1, 'surprise': 0.0, 'neutral': 0.81}","[293, 195, 123, 155]"
2025-09-03T18:02:49.077048,2.79,neutral,0.83,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.1, 'sad': 0.04, 'surprise': 0.0, 'neutral': 0.83}","[294, 198, 121, 152]"
2025-09-03T18:02:49.170996,2.88,neutral,0.83,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.1, 'sad': 0.04, 'surprise': 0.0, 'neutral': 0.83}","[294, 198, 121, 152]"
2025-09-03T18:02:49.264448,2.98,neutral,0.57,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.07, 'sad': 0.25, 'surprise': 0.0, 'neutral': 0.57}","[293, 196, 123, 155]"
2025-09-03T18:02:49.357653,3.07,neutral,0.55,"{'angry': 0.08, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.06, 'sad': 0.21, 'surprise': 0.0, 'neutral': 0.55}","[295, 193, 124, 159]"
2025-09-03T18:02:49.451134,3.16,neutral,0.62,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.05, 'sad': 0.2, 'surprise': 0.0, 'neutral': 0.62}","[294, 195, 124, 156]"
2025-09-03T18:02:49.544247,3.26,neutral,0.69,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.05, 'sad': 0.14, 'surprise': 0.0, 'neutral': 0.69}","[294, 197, 123, 154]"
2025-09-03T18:02:49.639031,3.35,neutral,0.62,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.02, 'sad': 0.24, 'surprise': 0.0, 'neutral': 0.62}","[289, 193, 122, 157]"
2025-09-03T18:02:49.732742,3.45,neutral,0.71,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.02, 'sad': 0.16, 'surprise': 0.0, 'neutral': 0.71}","[288, 192, 124, 158]"
2025-09-03T18:02:49.825740,3.54,neutral,0.44,"{'angry': 0.14, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.06, 'sad': 0.2, 'surprise': 0.0, 'neutral': 0.44}","[294, 195, 123, 155]"
2025-09-03T18:02:49.917394,3.63,neutral,0.71,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.04, 'sad': 0.11, 'surprise': 0.0, 'neutral': 0.71}","[294, 197, 123, 153]"
2025-09-03T18:02:50.010005,3.72,neutral,0.66,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.01, 'sad': 0.22, 'surprise': 0.0, 'neutral': 0.66}","[288, 193, 123, 156]"
2025-09-03T18:02:50.088466,3.8,neutral,0.71,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.04, 'sad': 0.16, 'surprise': 0.0, 'neutral': 0.71}","[288, 192, 123, 157]"
2025-09-03T18:02:50.179748,3.89,neutral,0.58,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.06, 'sad': 0.22, 'surprise': 0.0, 'neutral': 0.58}","[290, 191, 127, 161]"
2025-09-03T18:02:50.257252,3.97,neutral,0.74,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.02, 'sad': 0.15, 'surprise': 0.0, 'neutral': 0.74}","[289, 192, 128, 161]"
2025-09-03T18:02:50.350210,4.06,neutral,0.47,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.02, 'sad': 0.35, 'surprise': 0.0, 'neutral': 0.47}","[289, 192, 127, 160]"
2025-09-03T18:02:50.445489,4.16,neutral,0.8,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.01, 'sad': 0.12, 'surprise': 0.0, 'neutral': 0.8}","[295, 197, 121, 151]"
2025-09-03T18:02:50.538050,4.25,neutral,0.8,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.01, 'sad': 0.12, 'surprise': 0.0, 'neutral': 0.8}","[295, 197, 121, 151]"
2025-09-03T18:02:50.617291,4.33,neutral,0.68,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.01, 'sad': 0.19, 'surprise': 0.0, 'neutral': 0.68}","[295, 195, 123, 154]"
2025-09-03T18:02:50.696741,4.41,neutral,0.58,"{'angry': 0.09, 'disgust': 0.0, 'fear': 0.12, 'happy': 0.05, 'sad': 0.15, 'surprise': 0.0, 'neutral': 0.58}","[294, 191, 124, 159]"
2025-09-03T18:02:50.791106,4.5,neutral,0.58,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.05, 'sad': 0.18, 'surprise': 0.0, 'neutral': 0.58}","[295, 192, 123, 157]"
2025-09-03T18:02:50.885244,4.6,neutral,0.64,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.04, 'sad': 0.19, 'surprise': 0.0, 'neutral': 0.64}","[295, 192, 123, 157]"
2025-09-03T18:02:50.978529,4.69,neutral,0.48,"{'angry': 0.09, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.05, 'sad': 0.31, 'surprise': 0.0, 'neutral': 0.48}","[290, 188, 128, 164]"
2025-09-03T18:02:51.073810,4.79,neutral,0.51,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.07, 'sad': 0.25, 'surprise': 0.0, 'neutral': 0.51}","[294, 192, 125, 159]"
2025-09-03T18:02:51.166978,4.88,neutral,0.39,"{'angry': 0.12, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.1, 'sad': 0.39, 'surprise': 0.0, 'neutral': 0.24}","[289, 188, 129, 165]"
2025-09-03T18:02:51.261346,4.97,neutral,0.46,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.07, 'sad': 0.3, 'surprise': 0.0, 'neutral': 0.46}","[290, 194, 122, 156]"
2025-09-03T18:02:51.354160,5.07,neutral,0.39,"{'angry': 0.11, 'disgust': 0.0, 'fear': 0.22, 'happy': 0.06, 'sad': 0.22, 'surprise': 0.01, 'neutral': 0.39}","[293, 191, 126, 161]"
2025-09-03T18:02:51.432090,5.14,neutral,0.68,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.03, 'sad': 0.16, 'surprise': 0.0, 'neutral': 0.68}","[294, 194, 122, 154]"
2025-09-03T18:02:51.526146,5.24,neutral,0.68,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.03, 'sad': 0.16, 'surprise': 0.0, 'neutral': 0.68}","[294, 194, 122, 154]"
2025-09-03T18:02:51.619849,5.33,neutral,0.7,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.04, 'sad': 0.19, 'surprise': 0.0, 'neutral': 0.7}","[286, 192, 124, 157]"
2025-09-03T18:02:51.713309,5.43,neutral,0.63,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.04, 'sad': 0.22, 'surprise': 0.0, 'neutral': 0.63}","[284, 193, 123, 155]"
2025-09-03T18:02:51.805333,5.52,neutral,0.6,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.04, 'sad': 0.22, 'surprise': 0.0, 'neutral': 0.6}","[284, 193, 123, 155]"
2025-09-03T18:02:51.898282,5.61,neutral,0.7,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.02, 'sad': 0.2, 'surprise': 0.0, 'neutral': 0.7}","[285, 195, 124, 152]"
2025-09-03T18:02:51.992337,5.71,neutral,0.71,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.02, 'sad': 0.18, 'surprise': 0.0, 'neutral': 0.71}","[283, 191, 126, 159]"
2025-09-03T18:02:52.084375,5.8,neutral,0.76,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.02, 'sad': 0.13, 'surprise': 0.0, 'neutral': 0.76}","[285, 193, 123, 156]"
2025-09-03T18:02:52.178158,5.89,neutral,0.75,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.05, 'sad': 0.14, 'surprise': 0.0, 'neutral': 0.75}","[283, 191, 124, 157]"
2025-09-03T18:02:52.256574,5.97,neutral,0.68,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.06, 'sad': 0.19, 'surprise': 0.0, 'neutral': 0.68}","[284, 191, 124, 157]"
2025-09-03T18:02:52.350026,6.06,neutral,0.76,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.02, 'sad': 0.13, 'surprise': 0.0, 'neutral': 0.76}","[285, 191, 124, 159]"
2025-09-03T18:02:52.443075,6.16,neutral,0.76,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.02, 'sad': 0.13, 'surprise': 0.0, 'neutral': 0.76}","[285, 191, 124, 159]"
2025-09-03T18:02:52.520997,6.23,neutral,0.7,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.02, 'sad': 0.15, 'surprise': 0.0, 'neutral': 0.7}","[285, 191, 128, 160]"
2025-09-03T18:02:52.614353,6.33,neutral,0.78,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.01, 'sad': 0.13, 'surprise': 0.0, 'neutral': 0.78}","[285, 192, 123, 156]"
2025-09-03T18:02:52.708654,6.42,neutral,0.71,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.01, 'sad': 0.18, 'surprise': 0.0, 'neutral': 0.71}","[285, 191, 127, 159]"
2025-09-03T18:02:52.801689,6.51,neutral,0.63,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.02, 'sad': 0.21, 'surprise': 0.0, 'neutral': 0.63}","[286, 190, 127, 160]"
2025-09-03T18:02:52.894643,6.61,neutral,0.75,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.01, 'sad': 0.14, 'surprise': 0.0, 'neutral': 0.75}","[286, 191, 126, 159]"
2025-09-03T18:02:52.971684,6.68,neutral,0.6,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.03, 'sad': 0.26, 'surprise': 0.0, 'neutral': 0.6}","[287, 187, 128, 162]"
2025-09-03T18:02:53.066442,6.78,neutral,0.75,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.02, 'sad': 0.14, 'surprise': 0.0, 'neutral': 0.75}","[285, 192, 123, 156]"
2025-09-03T18:02:53.161056,6.87,neutral,0.77,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.04, 'sad': 0.11, 'surprise': 0.0, 'neutral': 0.77}","[286, 191, 122, 156]"
2025-09-03T18:02:53.254437,6.97,neutral,0.72,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.07, 'sad': 0.13, 'surprise': 0.0, 'neutral': 0.72}","[285, 191, 123, 156]"
2025-09-03T18:02:53.332852,7.05,neutral,0.78,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.04, 'sad': 0.13, 'surprise': 0.0, 'neutral': 0.78}","[285, 191, 125, 158]"
2025-09-03T18:02:53.425830,7.14,neutral,0.79,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.79, 'sad': 0.04, 'surprise': 0.0, 'neutral': 0.16}","[287, 191, 123, 155]"
2025-09-03T18:02:53.518810,7.23,neutral,0.96,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.96, 'sad': 0.01, 'surprise': 0.0, 'neutral': 0.02}","[286, 187, 129, 160]"
2025-09-03T18:02:53.598080,7.31,neutral,0.97,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.97, 'sad': 0.01, 'surprise': 0.0, 'neutral': 0.02}","[286, 186, 129, 160]"
2025-09-03T18:02:53.691631,7.4,neutral,0.96,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.96, 'sad': 0.01, 'surprise': 0.0, 'neutral': 0.02}","[285, 187, 130, 161]"
2025-09-03T18:02:53.784584,7.5,neutral,0.98,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.98, 'sad': 0.01, 'surprise': 0.0, 'neutral': 0.01}","[286, 187, 128, 160]"
2025-09-03T18:02:53.877985,7.59,happy,0.98,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.98, 'sad': 0.01, 'surprise': 0.0, 'neutral': 0.01}","[286, 187, 128, 160]"
2025-09-03T18:02:53.972039,7.68,happy,0.99,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.99, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.01}","[285, 187, 128, 160]"
2025-09-03T18:02:54.065974,7.78,happy,0.94,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.94, 'sad': 0.01, 'surprise': 0.0, 'neutral': 0.06}","[290, 196, 122, 149]"
2025-09-03T18:02:54.158889,7.87,happy,0.91,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.91, 'sad': 0.01, 'surprise': 0.0, 'neutral': 0.08}","[289, 193, 125, 154]"
2025-09-03T18:02:54.252426,7.97,happy,0.89,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.89, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.11}","[290, 194, 124, 153]"
2025-09-03T18:02:54.343974,8.06,happy,0.96,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.96, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.04}","[290, 194, 124, 152]"
2025-09-03T18:02:54.425118,8.14,happy,0.93,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.93, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.06}","[290, 194, 124, 151]"
2025-09-03T18:02:54.531602,8.24,happy,0.89,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.89, 'sad': 0.01, 'surprise': 0.0, 'neutral': 0.09}","[290, 193, 124, 153]"
2025-09-03T18:02:54.623819,8.34,happy,0.6,"{'angry': 0.0, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.6, 'sad': 0.02, 'surprise': 0.0, 'neutral': 0.37}","[290, 193, 124, 154]"
2025-09-03T18:02:54.716273,8.43,happy,0.54,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.34, 'sad': 0.08, 'surprise': 0.0, 'neutral': 0.54}","[285, 190, 125, 157]"
2025-09-03T18:02:54.809278,8.52,happy,0.47,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.39, 'sad': 0.09, 'surprise': 0.0, 'neutral': 0.47}","[285, 189, 125, 157]"
2025-09-03T18:02:54.903232,8.62,happy,0.58,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.25, 'sad': 0.1, 'surprise': 0.0, 'neutral': 0.58}","[284, 190, 126, 158]"
2025-09-03T18:02:54.980989,8.69,happy,0.47,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.37, 'sad': 0.1, 'surprise': 0.0, 'neutral': 0.47}","[285, 190, 125, 157]"
2025-09-03T18:02:55.072909,8.79,happy,0.55,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.3, 'sad': 0.1, 'surprise': 0.0, 'neutral': 0.55}","[284, 190, 126, 158]"
2025-09-03T18:02:55.166980,8.88,neutral,0.55,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.3, 'sad': 0.1, 'surprise': 0.0, 'neutral': 0.55}","[284, 190, 126, 158]"
2025-09-03T18:02:55.245030,8.96,neutral,0.55,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.3, 'sad': 0.09, 'surprise': 0.0, 'neutral': 0.55}","[286, 192, 123, 156]"
2025-09-03T18:02:55.324399,9.04,neutral,0.81,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.07, 'sad': 0.05, 'surprise': 0.01, 'neutral': 0.81}","[290, 192, 122, 153]"
2025-09-03T18:02:55.402012,9.11,neutral,0.81,"{'angry': 0.01, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.07, 'sad': 0.05, 'surprise': 0.01, 'neutral': 0.81}","[290, 192, 122, 153]"
2025-09-03T18:02:55.497859,9.21,neutral,0.69,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.03, 'sad': 0.11, 'surprise': 0.0, 'neutral': 0.69}","[285, 188, 128, 162]"
2025-09-03T18:02:55.589745,9.3,neutral,0.64,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.06, 'sad': 0.16, 'surprise': 0.0, 'neutral': 0.64}","[287, 188, 127, 160]"
2025-09-03T18:02:55.667380,9.38,neutral,0.67,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.03, 'sad': 0.15, 'surprise': 0.0, 'neutral': 0.67}","[288, 188, 126, 160]"
2025-09-03T18:02:55.746809,9.46,neutral,0.67,"{'angry': 0.06, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.03, 'sad': 0.15, 'surprise': 0.0, 'neutral': 0.67}","[288, 188, 126, 160]"
2025-09-03T18:02:55.841283,9.55,neutral,0.62,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.04, 'sad': 0.14, 'surprise': 0.0, 'neutral': 0.62}","[286, 189, 123, 157]"
2025-09-03T18:02:55.936127,9.65,neutral,0.62,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.04, 'sad': 0.14, 'surprise': 0.0, 'neutral': 0.62}","[286, 189, 123, 157]"
2025-09-03T18:02:56.029113,9.74,neutral,0.59,"{'angry': 0.07, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.03, 'sad': 0.17, 'surprise': 0.0, 'neutral': 0.59}","[285, 190, 124, 157]"
2025-09-03T18:02:56.107050,9.82,neutral,0.39,"{'angry': 0.11, 'disgust': 0.0, 'fear': 0.2, 'happy': 0.04, 'sad': 0.26, 'surprise': 0.0, 'neutral': 0.39}","[285, 189, 124, 160]"
2025-09-03T18:02:56.200581,9.91,neutral,0.61,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.05, 'sad': 0.21, 'surprise': 0.0, 'neutral': 0.61}","[285, 191, 123, 155]"
2025-09-03T18:02:56.294416,10.01,neutral,0.74,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.02, 'sad': 0.11, 'surprise': 0.0, 'neutral': 0.74}","[284, 189, 124, 158]"
2025-09-03T18:02:56.387078,10.1,neutral,0.68,"{'angry': 0.04, 'disgust': 0.0, 'fear': 0.12, 'happy': 0.02, 'sad': 0.15, 'surprise': 0.0, 'neutral': 0.68}","[285, 190, 123, 157]"
2025-09-03T18:02:56.479582,10.19,neutral,0.72,"{'angry': 0.02, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.03, 'sad': 0.17, 'surprise': 0.0, 'neutral': 0.72}","[286, 190, 125, 159]"
2025-09-03T18:02:56.558563,10.27,neutral,0.6,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.1, 'sad': 0.21, 'surprise': 0.0, 'neutral': 0.6}","[284, 189, 126, 159]"
2025-09-03T18:02:56.651314,10.36,neutral,0.59,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.14, 'happy': 0.03, 'sad': 0.21, 'surprise': 0.0, 'neutral': 0.59}","[284, 191, 125, 157]"
2025-09-03T18:02:56.745634,10.46,neutral,0.59,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.14, 'happy': 0.03, 'sad': 0.21, 'surprise': 0.0, 'neutral': 0.59}","[284, 191, 125, 157]"
2025-09-03T18:02:56.837799,10.55,neutral,0.68,"{'angry': 0.03, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.02, 'sad': 0.19, 'surprise': 0.0, 'neutral': 0.68}","[283, 190, 124, 157]"
2025-09-03T18:02:56.915440,10.63,neutral,0.6,"{'angry': 0.05, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.02, 'sad': 0.23, 'surprise': 0.0, 'neutral': 0.6}","[282, 188, 128, 159]"
